seed,checkpoint_B,track,acc_gt,agreement,kl_mean,l1_mean,attack,data_mode,output_mode,victim_id,substitute_arch
0,1000,track_a,0.307,0.3085,1.8840357330322266,0.15758369026184083,activethief,surrogate,soft_prob,mnist_lenet_mnist,lenet_mnist
0,10000,track_a,0.9133,0.9167,0.26403900550603865,0.03271686283349991,activethief,surrogate,soft_prob,mnist_lenet_mnist,lenet_mnist
