seed,checkpoint_B,track,acc_gt,agreement,kl_mean,l1_mean,attack,data_mode,output_mode,victim_id,substitute_arch
0,1000,track_a,0.2328,0.2344,2.1118393199920655,0.16326045024871827,random,surrogate,soft_prob,mnist_lenet_mnist,lenet_mnist
0,10000,track_a,0.9046,0.9066,0.2802129257678986,0.03418316762685776,random,surrogate,soft_prob,mnist_lenet_mnist,lenet_mnist
